inventory_id,event_name,venue_name,event_date,event_id,quantity,section,row,seats,barcodes,internal_notes,public_notes,tags,list_price,face_price,taxed_cost,cost,hide_seats,in_hand,in_hand_date,instant_transfer,files_available,split_type,custom_split,stock_type,zone,shown_quantity,passthrough,mapping_id
01006228B1D43104-113-F-10,Nate Bargatze: Big Dumb Eyes World Tour,"Scope Arena, Norfolk, VA",2025-06-08T11:00:00.000Z,01006228B1D43104,3,113,F,"10,11,12",276920602258167087104683|214983982578149306921273|651844944773170776208542,These are internal notes. @sec[113],These are F Row,john drew don,118.50,75.75,94.8,94.8,Y,N,2025-05-07,N,Y,CUSTOM,"2,3",MOBILE_TRANSFER,N,2,128shd8923kjej47,
01006228B1D43104-113-H-13,Nate Bargatze: Big Dumb Eyes World Tour,"Scope Arena, Norfolk, VA",2025-06-08T11:00:00.000Z,01006228B1D43104,3,113,H,"13,14,15",450366019336491790431131|896031251083509549153485|357821611937633374510244,These are internal notes. @sec[113],These are H Row,john drew don,118.50,75.75,94.8,94.8,Y,N,2025-05-07,N,Y,CUSTOM,"2,3",MOBILE_TRANSFER,N,2,128shd8923kjej47,
01006228B1D43104-113-J-4,Nate Bargatze: Big Dumb Eyes World Tour,"Scope Arena, Norfolk, VA",2025-06-08T11:00:00.000Z,01006228B1D43104,2,113,J,"4,5",587487749688449962053189|102791904948525075785370,These are internal notes. @sec[113],These are J Row,john drew don,119.44,75.75,95.55,95.55,Y,N,2025-05-07,N,Y,CUSTOM,"1,2",MOBILE_TRANSFER,N,1,128shd8923kjej47,
01006228B1D43104-113-K-4,Nate Bargatze: Big Dumb Eyes World Tour,"Scope Arena, Norfolk, VA",2025-06-08T11:00:00.000Z,01006228B1D43104,3,113,K,"4,5,6",831349400808375243732735|794375478989239913771964|959231974394423791127525,These are internal notes. @sec[113],These are K Row,john drew don,118.50,75.75,94.8,94.8,Y,N,2025-05-07,N,Y,CUSTOM,"2,3",MOBILE_TRANSFER,N,2,128shd8923kjej47,
01006228B1D43104-113-K-14,Nate Bargatze: Big Dumb Eyes World Tour,"Scope Arena, Norfolk, VA",2025-06-08T11:00:00.000Z,01006228B1D43104,3,113,K,"14,15,16",470428691019986185778116|668859503760548692209289|234720242842489866709813,These are internal notes. @sec[113],These are K Row,john drew don,118.50,75.75,94.8,94.8,Y,N,2025-05-07,N,Y,CUSTOM,"2,3",MOBILE_TRANSFER,N,2,128shd8923kjej47,
01006228B1D43104-113-L-4,Nate Bargatze: Big Dumb Eyes World Tour,"Scope Arena, Norfolk, VA",2025-06-08T11:00:00.000Z,01006228B1D43104,9,113,L,"4,5,6,7,8,9,10,11,12",90746434463411683057916|92073190260110098209540|997041593361136678442051|310975619764696357473332|790534522254908754773670|901965351839405845452868|677227160130768754846632|472693212595128281666475|213687233338258835235669,These are internal notes. @sec[113],These are L Row,john drew don,117.25,75.75,93.8,93.8,Y,N,2025-05-07,N,Y,CUSTOM,"5,9",MOBILE_TRANSFER,N,5,128shd8923kjej47,
01006228B1D43104-113-L-1,Nate Bargatze: Big Dumb Eyes World Tour,"Scope Arena, Norfolk, VA",2025-06-08T11:00:00.000Z,01006228B1D43104,3,113,L,"1,2,3",37363229973837836815830|208288778898899319889532|531788987705237007894884,These are internal notes. @sec[113],These are L Row,john drew don,118.50,75.75,94.8,94.8,Y,N,2025-05-07,N,Y,CUSTOM,"2,3",MOBILE_TRANSFER,N,2,128shd8923kjej47,
01006228B1D43104-113R-CC-5,Nate Bargatze: Big Dumb Eyes World Tour,"Scope Arena, Norfolk, VA",2025-06-08T11:00:00.000Z,01006228B1D43104,3,113R,CC,"5,6,7",844951203444833146952869|42108777794281003426936|984463178169213878816536,These are internal notes. @sec[113R],These are CC Row,john drew don,145.69,95.75,116.55,116.55,Y,N,2025-05-07,N,Y,CUSTOM,"2,3",MOBILE_TRANSFER,N,2,128shd8923kjej47,
01006228B1D43104-113R-DD-10,Nate Bargatze: Big Dumb Eyes World Tour,"Scope Arena, Norfolk, VA",2025-06-08T11:00:00.000Z,01006228B1D43104,2,113R,DD,"10,11",73496824078697185083678|245347809993931388471394,These are internal notes. @sec[113R],These are DD Row,john drew don,146.63,95.75,117.3,117.3,Y,N,2025-05-07,N,Y,CUSTOM,"1,2",MOBILE_TRANSFER,N,1,128shd8923kjej47,
01006228B1D43104-113R-DD-3,Nate Bargatze: Big Dumb Eyes World Tour,"Scope Arena, Norfolk, VA",2025-06-08T11:00:00.000Z,01006228B1D43104,7,113R,DD,"3,4,5,6,7,8,9",81210376288473953294850|878488927112790126349922|791339978670315618313901|581869251407742458758018|124707008261379356235673|583394637172131798843841|182105613164813358649196,These are internal notes. @sec[113R],These are DD Row,john drew don,144.61,95.75,115.69,115.69,Y,N,2025-05-07,N,Y,CUSTOM,"4,7",MOBILE_TRANSFER,N,4,128shd8923kjej47,
01006228B1D43104-113R-EE-4,Nate Bargatze: Big Dumb Eyes World Tour,"Scope Arena, Norfolk, VA",2025-06-08T11:00:00.000Z,01006228B1D43104,5,113R,EE,"4,5,6,7,8",166373351678314413865479|833438716694543747312422|912895755991847724820895|625448532712757942525236|358157303951400010108889,These are internal notes. @sec[113R],These are EE Row,john drew don,144.94,95.75,115.95,115.95,Y,N,2025-05-07,N,Y,CUSTOM,"3,5",MOBILE_TRANSFER,N,3,128shd8923kjej47,
01006228B1D43104-114-D-6,Nate Bargatze: Big Dumb Eyes World Tour,"Scope Arena, Norfolk, VA",2025-06-08T11:00:00.000Z,01006228B1D43104,7,114,D,"6,7,8,9,10,11,12",210209492607434367565681|374247791791548648206764|326702535196793195972612|761855525729724518024122|400836242799481361108302|340450202349741100855937|129002308286926409655061,These are internal notes. @sec[114],These are D Row,john drew don,117.42,75.75,93.94,93.94,Y,N,2025-05-07,N,Y,CUSTOM,"4,7",MOBILE_TRANSFER,N,4,128shd8923kjej47,
